dataset,idx,variant_id,transform,target,validation_note,semantic_decision,syntax_risk,audit_rationale,changed,line_count,char_count,code_hash
diversevul,diversevul-b497b5942a8beb8f89ca1c359c54ad67ec843055-717,diversevul-b497b5942a8beb8f89ca1c359c54ad67ec843055-717__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,5,123,e4a803ed3f2b
diversevul,diversevul-fe46889f7baa75fc8e6c0fcde87706d396ce1461-2108,diversevul-fe46889f7baa75fc8e6c0fcde87706d396ce1461-2108__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,17,292,662f4cfffe30
diversevul,diversevul-aecd0ada163a4d6c769cec178955d5f3e9316f2f-666,diversevul-aecd0ada163a4d6c769cec178955d5f3e9316f2f-666__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,49,1572,e32f1a0109b1
diversevul,diversevul-fe9c842695e26d8116b61b80bfb905356f07834b-1507,diversevul-fe9c842695e26d8116b61b80bfb905356f07834b-1507__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,61,1380,89198dfbc78c
diversevul,diversevul-af810407f78b7f792a9bb8c47c8c532eb3b3a758-539,diversevul-af810407f78b7f792a9bb8c47c8c532eb3b3a758-539__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,17,605,7e5043749328
diversevul,diversevul-4ab42d78e37a294ac7bc56901d563c642e03c4ae-1756,diversevul-4ab42d78e37a294ac7bc56901d563c642e03c4ae-1756__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,9,234,86a6d47d4edf
diversevul,diversevul-fb013ec666759cb8a9e294347c7b4c1f597639cc-511,diversevul-fb013ec666759cb8a9e294347c7b4c1f597639cc-511__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,31,780,9a8a04ec4e29
diversevul,diversevul-f8f55e1825ee5c7bdb3208fc7c5b54321d172732-4281,diversevul-f8f55e1825ee5c7bdb3208fc7c5b54321d172732-4281__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,15,629,4fb024debfad
diversevul,diversevul-c8617100f359b217a974938c5539a1dd8a120b0e-4558,diversevul-c8617100f359b217a974938c5539a1dd8a120b0e-4558__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,10,289,6f7ab7722cb6
diversevul,diversevul-3b4929f65b0d8249f19a50245cd88ed1a2f78cff-316,diversevul-3b4929f65b0d8249f19a50245cd88ed1a2f78cff-316__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,9,252,577b1755423f
diversevul,diversevul-a0ad220c96692eda76b2e3fd7279f3dcd1d8a8ff-2759,diversevul-a0ad220c96692eda76b2e3fd7279f3dcd1d8a8ff-2759__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,16,365,6d4cf1986909
diversevul,diversevul-55749769fe608fa3f4a075e42e89d237c8e37637-1247,diversevul-55749769fe608fa3f4a075e42e89d237c8e37637-1247__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,8,230,8414eb1bffd6
diversevul,diversevul-1de07da61f0c8e9926dcbd68119f73230dae283f-1952,diversevul-1de07da61f0c8e9926dcbd68119f73230dae283f-1952__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,101,2093,743cc74d812b
diversevul,diversevul-b4487b93545214a9db8cbf32e86411677b0cca21-2783,diversevul-b4487b93545214a9db8cbf32e86411677b0cca21-2783__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,18,493,8e4cc5920eb8
diversevul,diversevul-804b6b6db4dcfc590a468e7be390738f9f7755fb-4692,diversevul-804b6b6db4dcfc590a468e7be390738f9f7755fb-4692__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,41,1519,a93d4b338d5e
diversevul,diversevul-1970c2158b1ffa416d159d03c3370b9a462aee35-24,diversevul-1970c2158b1ffa416d159d03c3370b9a462aee35-24__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,6,143,47dd869644cc
diversevul,diversevul-37bc691e7d26ea4eb61a8a434ebd7a9ae76225ab-230,diversevul-37bc691e7d26ea4eb61a8a434ebd7a9ae76225ab-230__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,7,131,9be160099fc6
diversevul,diversevul-070b4595981f48a21cc6b4f5047fdc2d09d3da91-1341,diversevul-070b4595981f48a21cc6b4f5047fdc2d09d3da91-1341__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,7,135,caa65914c8b9
diversevul,diversevul-f9c2bf73adb2ede0a486b0db466c264f2b27e0bb-1833,diversevul-f9c2bf73adb2ede0a486b0db466c264f2b27e0bb-1833__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,157,3947,e24caf452c15
diversevul,diversevul-df78c48354f376cf419d7a97f88ca07d572f00fb-1974,diversevul-df78c48354f376cf419d7a97f88ca07d572f00fb-1974__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,9,175,2cbaf26dd6ed
diversevul,diversevul-ecebcc035ccd8d0e2984fe41420d9e944f456b3c-2828,diversevul-ecebcc035ccd8d0e2984fe41420d9e944f456b3c-2828__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,85,3091,47cb7068cc78
diversevul,diversevul-026aeffcb4752054830ba203020ed6eb05bcaba8-3214,diversevul-026aeffcb4752054830ba203020ed6eb05bcaba8-3214__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,10,277,556c2d2e133e
diversevul,diversevul-1f097d168d9cad473dd44010a337c1413a9cd198-3645,diversevul-1f097d168d9cad473dd44010a337c1413a9cd198-3645__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,48,1860,26f7e0f1e03e
diversevul,diversevul-5b048e87e4e55990dae6b547add4dae59f4e1c76-3650,diversevul-5b048e87e4e55990dae6b547add4dae59f4e1c76-3650__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,7,263,b116f31bff2f
diversevul,diversevul-f1ce8d5f5839cb2069ea37ff424fb96b8cd6932d-3747,diversevul-f1ce8d5f5839cb2069ea37ff424fb96b8cd6932d-3747__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,13,273,fae9e68d0d17
diversevul,diversevul-070b4595981f48a21cc6b4f5047fdc2d09d3da91-4341,diversevul-070b4595981f48a21cc6b4f5047fdc2d09d3da91-4341__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,11,353,befc752ba71c
diversevul,diversevul-1772b9a0393b55e6a280a35e8f0a1f75c014f301-4572,diversevul-1772b9a0393b55e6a280a35e8f0a1f75c014f301-4572__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,15,749,10a08e85caec
diversevul,diversevul-be0726d33cb8f411945884664924bed3cb8c70ee-3285,diversevul-be0726d33cb8f411945884664924bed3cb8c70ee-3285__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,16,397,db4f72a61b80
diversevul,diversevul-3318a386e4ca68c76e0294363d29bdc46fcad670-858,diversevul-3318a386e4ca68c76e0294363d29bdc46fcad670-858__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,135,44773817acb8
diversevul,diversevul-34348d9ee4db15307c6c42db294419b4df569f76-2040,diversevul-34348d9ee4db15307c6c42db294419b4df569f76-2040__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,8,242,349e0cf6cb10
diversevul,diversevul-0185604c2d82c560dab2f2933a18f797e74ab5a8-3970,diversevul-0185604c2d82c560dab2f2933a18f797e74ab5a8-3970__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,9,316,325d8785c00a
diversevul,diversevul-6ce71d8aa3dafe3cdb52d5d72ae8f4b95916f939-154,diversevul-6ce71d8aa3dafe3cdb52d5d72ae8f4b95916f939-154__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,180,6487,5dd3e9f4c2bc
diversevul,diversevul-89f5b7da2a6bad2e84670422ab8192382a5aeb9f-3864,diversevul-89f5b7da2a6bad2e84670422ab8192382a5aeb9f-3864__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,42,902,fff21dd645e3
diversevul,diversevul-34c95743ca692ea0e44778e41a7c0a129363de84-2058,diversevul-34c95743ca692ea0e44778e41a7c0a129363de84-2058__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,11,294,fea5b62b2d59
diversevul,diversevul-4f9fdc709c4861c390cd84e2ed1fd878b3442e28-1346,diversevul-4f9fdc709c4861c390cd84e2ed1fd878b3442e28-1346__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,51,1495,63a47830a8e6
diversevul,diversevul-5519724a13664b43e225ca05351c60b4468e4555-4420,diversevul-5519724a13664b43e225ca05351c60b4468e4555-4420__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,8,279,ef5314f086b5
diversevul,diversevul-5aba27604d957e960d8069d85ccaf868f8a7b07a-4743,diversevul-5aba27604d957e960d8069d85ccaf868f8a7b07a-4743__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,30,1049,b7d552f1603e
diversevul,diversevul-a56ae87a4c1c1fead7d09c3653905841ccccf1cc-4333,diversevul-a56ae87a4c1c1fead7d09c3653905841ccccf1cc-4333__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,66,1893,c4628909f02f
diversevul,diversevul-f1ce8d5f5839cb2069ea37ff424fb96b8cd6932d-3905,diversevul-f1ce8d5f5839cb2069ea37ff424fb96b8cd6932d-3905__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,220,78667641a024
diversevul,diversevul-f00890eecdf8365ea125ac16769a83aa6b68792d-2428,diversevul-f00890eecdf8365ea125ac16769a83aa6b68792d-2428__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,28,881,63acbcf18ba0
diversevul,diversevul-035c8587c0d8d307e45f1b7171a0d337bb451f1e-3323,diversevul-035c8587c0d8d307e45f1b7171a0d337bb451f1e-3323__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,255,3b04aad5797b
diversevul,diversevul-52b1526443c1f433087928291d1c3d37a5600515-2411,diversevul-52b1526443c1f433087928291d1c3d37a5600515-2411__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,12,277,72cee3793c57
diversevul,diversevul-65a9b1aa03c9bc2dc01b074295b9603232cb3b78-3597,diversevul-65a9b1aa03c9bc2dc01b074295b9603232cb3b78-3597__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,141,44518360bec1
diversevul,diversevul-f91fbe3d94c8346884271838ae3406ae633f6f15-899,diversevul-f91fbe3d94c8346884271838ae3406ae633f6f15-899__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,54,1089,f4fffbed0a1c
diversevul,diversevul-a06247c6804f1a7c86a2e5398a4c1f1db1471848-3499,diversevul-a06247c6804f1a7c86a2e5398a4c1f1db1471848-3499__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,39,918,eb5636940804
diversevul,diversevul-4472c3a5a5b516aaf59b89be602fbce52756c3e9-3229,diversevul-4472c3a5a5b516aaf59b89be602fbce52756c3e9-3229__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,24,553,9b6348e91a5c
diversevul,diversevul-bdfe457a2c1b47209e32783b3a6447e81baf179a-4235,diversevul-bdfe457a2c1b47209e32783b3a6447e81baf179a-4235__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,32,713,dd23e39ea3a1
diversevul,diversevul-53d8c8f3d181d87a6aa925b449b51c4a2c922a51-1556,diversevul-53d8c8f3d181d87a6aa925b449b51c4a2c922a51-1556__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,19,1018,8c89992cd3b8
diversevul,diversevul-f88eb7c0d002a67ef31aeb7850b42ff69abc46dc-4951,diversevul-f88eb7c0d002a67ef31aeb7850b42ff69abc46dc-4951__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,60,1336,8312b86e1f18
diversevul,diversevul-6e5ae7a109cdfa9735ea7ccbd8cb79f9e8d3ae8b-1750,diversevul-6e5ae7a109cdfa9735ea7ccbd8cb79f9e8d3ae8b-1750__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,14,407,8fd339ee64c7
diversevul,diversevul-34c95743ca692ea0e44778e41a7c0a129363de84-4864,diversevul-34c95743ca692ea0e44778e41a7c0a129363de84-4864__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,115,4525,f39dde7c8198
diversevul,diversevul-e52393740334443ae0206cab2d7caef381646725-4001,diversevul-e52393740334443ae0206cab2d7caef381646725-4001__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,13,299,c9953ddb3568
diversevul,diversevul-67bfd9feeecfb3c61d80f0e46d89c170fbee682b-4515,diversevul-67bfd9feeecfb3c61d80f0e46d89c170fbee682b-4515__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,50,2323,6a2931cf78f8
diversevul,diversevul-f162ecdea0dda5dbbdb45503c1d55d9afaa41d44-2130,diversevul-f162ecdea0dda5dbbdb45503c1d55d9afaa41d44-2130__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,16,407,10e2f21c16b2
diversevul,diversevul-db132b4731a9b4c9534144ba3a18e65b390e9ff6-2181,diversevul-db132b4731a9b4c9534144ba3a18e65b390e9ff6-2181__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,185,d5015cd7affe
diversevul,diversevul-58bc3a942f198a1a8788553ca72c19d7c1702b74-3806,diversevul-58bc3a942f198a1a8788553ca72c19d7c1702b74-3806__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,45,1421,4614a7db267a
diversevul,diversevul-fce0b267446d6f3f631bb4680ebc3527bbbea002-462,diversevul-fce0b267446d6f3f631bb4680ebc3527bbbea002-462__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,55,2161,34b82b152e9c
diversevul,diversevul-de1e67d0703894cb6ea782e36abb63976ab07e60-827,diversevul-de1e67d0703894cb6ea782e36abb63976ab07e60-827__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,34,819,c0f2a99e1635
diversevul,diversevul-c784e5249e773689e38d2bc1749f08b986621a26-1724,diversevul-c784e5249e773689e38d2bc1749f08b986621a26-1724__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,23,567,1e0b853a3954
diversevul,diversevul-a612769774a30e4fc143c4cb6395c12573415660-369,diversevul-a612769774a30e4fc143c4cb6395c12573415660-369__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,39,997,dffefc972649
diversevul,diversevul-bcf3b67d16a4c8ffae0aa79de5853435e683945c-2387,diversevul-bcf3b67d16a4c8ffae0aa79de5853435e683945c-2387__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,12,249,8e83827de9a3
diversevul,diversevul-5ba77222e9fe7af8ff403816b5338b18b342053c-4416,diversevul-5ba77222e9fe7af8ff403816b5338b18b342053c-4416__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,49,1709,7d4d0a7f273d
diversevul,diversevul-0e2b44af619e46e365971ea52b97457bc0778cd3-3490,diversevul-0e2b44af619e46e365971ea52b97457bc0778cd3-3490__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,18,489,a8f9c3ec2320
diversevul,diversevul-f3c1863aa2721343245b63ac7bd68cfdc3dd41f3-3266,diversevul-f3c1863aa2721343245b63ac7bd68cfdc3dd41f3-3266__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,23,596,6ba8c23d3ec2
diversevul,diversevul-cd38bb4d83c942c4bad596835c6766cbf32e5195-4791,diversevul-cd38bb4d83c942c4bad596835c6766cbf32e5195-4791__dead_branch_after_opening_brace,dead_branch_after_opening_brace,1,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,53,1424,b20cd7134c2c
diversevul,diversevul-5d069dbe8aaf2a197142558b6fb2978189ba3454-4495,diversevul-5d069dbe8aaf2a197142558b6fb2978189ba3454-4495__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,27,712,6c22d5d518af
diversevul,diversevul-2d8a041b7bfe1097af21441cb77d6af95f4f4680-1463,diversevul-2d8a041b7bfe1097af21441cb77d6af95f4f4680-1463__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,3,137,692131d3c8f6
diversevul,diversevul-3b84ffcbacf144ce35650df958432f472b6483f8-2890,diversevul-3b84ffcbacf144ce35650df958432f472b6483f8-2890__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,100,3527,aca3b51e0e63
diversevul,diversevul-e9ce0d64faf19fa4e9c260250fbdf25e3c11e152-3863,diversevul-e9ce0d64faf19fa4e9c260250fbdf25e3c11e152-3863__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,183,9174,24b9e6f6ad26
diversevul,diversevul-1d2f7b2d956e242179aaf4a08f3545f99c81f9a3-931,diversevul-1d2f7b2d956e242179aaf4a08f3545f99c81f9a3-931__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,131,3667,9b920c8e7e7e
diversevul,diversevul-28d032cc688ccfda18c5bbcab8b50aba6e18cde5-2086,diversevul-28d032cc688ccfda18c5bbcab8b50aba6e18cde5-2086__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,24,546,68c29248d106
diversevul,diversevul-17137d4ab1ce81a2cee0fae842340a344ef3da83-270,diversevul-17137d4ab1ce81a2cee0fae842340a344ef3da83-270__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,85,3241,21e7d9093f1e
diversevul,diversevul-4cc27823899e070268b906ca677ee838d07cf67a-2726,diversevul-4cc27823899e070268b906ca677ee838d07cf67a-2726__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,15,510,5a71a2f7865c
diversevul,diversevul-cced03dd667a5df6df8fd40d8de0bff477ee02e8-4742,diversevul-cced03dd667a5df6df8fd40d8de0bff477ee02e8-4742__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,106,4990,d07e10a4bdc5
diversevul,diversevul-0dd1a733e60cf5239c0a185d4219ba2ef1118a8b-4787,diversevul-0dd1a733e60cf5239c0a185d4219ba2ef1118a8b-4787__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,39,1076,302730c82982
diversevul,diversevul-21c856b75d81eff61aa63b4f036bb64a85bf6d46-4842,diversevul-21c856b75d81eff61aa63b4f036bb64a85bf6d46-4842__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,24,871,80a187c71f47
diversevul,diversevul-c432131c3fdb2143e148e8ba88555f7f7a63b25e-1324,diversevul-c432131c3fdb2143e148e8ba88555f7f7a63b25e-1324__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,62,3466,cd2a0d1972fe
diversevul,diversevul-3db1af1f370295ad5355b8f64b865a2a357bcac0-4098,diversevul-3db1af1f370295ad5355b8f64b865a2a357bcac0-4098__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,6,185,78585794c32d
diversevul,diversevul-da37ec8582266983d0ec4b7550ec907401ec441e-1454,diversevul-da37ec8582266983d0ec4b7550ec907401ec441e-1454__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,5,277,db20450a4160
diversevul,diversevul-08c7ab404f69d9c4ca6ca7a9cf7eec74c804f917-34,diversevul-08c7ab404f69d9c4ca6ca7a9cf7eec74c804f917-34__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,45,1451,bd723d1e06e4
